Year,League,Scope,Team,Team_Name,Win,Loss,Tie,Games_Played,Win%,Points_For,Points_Against,Points_For/Gm,Points_Against/Gm,Playoff_Seed,Division,Conference,Division_Record,Conference_Record
2019,NFL,Reg_Post,Washington Redskins,Redskins,3,13,0,16,0.188,266,435,16.6,27.2,missing,NFC East,NFC,missing,missing
2019,NFL,Reg_Post,Cincinnati Bengals,Bengals,2,14,0,16,0.125,279,420,17.4,26.2,missing,AFC North,AFC,missing,missing
2018,NFL,Reg_Post,Los Angeles Rams,Rams,15,4,0,19,0.789,586,442,30.8,23.3,missing,NFC West,NFC,missing,missing
2018,NFL,Reg_Post,New Orleans Saints,Saints,14,4,0,18,0.778,547,393,30.4,21.8,missing,NFC South,NFC,missing,missing
2018,NFL,Reg_Post,New England Patriots,Patriots,14,5,0,19,0.737,527,387,27.7,20.4,missing,AFC East,AFC,missing,missing
2018,NFL,Reg_Post,Kansas City Chiefs,Chiefs,13,5,0,18,0.722,627,471,34.8,26.2,missing,AFC West,AFC,missing,missing
2018,NFL,Reg_Post,Los Angeles Chargers,Chargers,13,5,0,18,0.722,479,387,26.6,21.5,missing,AFC West,AFC,missing,missing
2018,NFL,Reg_Post,Chicago Bears,Bears,12,5,0,17,0.706,436,299,25.6,17.6,missing,NFC North,NFC,missing,missing
2018,NFL,Reg_Post,Houston Texans,Texans,11,6,0,17,0.647,409,337,24.1,19.8,missing,AFC South,AFC,missing,missing
2018,NFL,Reg_Post,Indianapolis Colts,Colts,11,7,0,18,0.611,467,382,25.9,21.2,missing,AFC South,AFC,missing,missing
2018,NFL,Reg_Post,Dallas Cowboys,Cowboys,11,7,0,18,0.611,385,376,21.4,20.9,missing,NFC East,NFC,missing,missing
2018,NFL,Reg_Post,Seattle Seahawks,Seahawks,10,7,0,17,0.588,450,371,26.5,21.8,missing,NFC West,NFC,missing,missing
2018,NFL,Reg_Post,Baltimore Ravens,Ravens,10,7,0,17,0.588,406,310,23.9,18.2,missing,AFC North,AFC,missing,missing
2018,NFL,Reg_Post,Pittsburgh Steelers,Steelers,9,6,1,16,0.562,428,360,26.8,22.5,missing,AFC North,AFC,missing,missing
2018,NFL,Reg_Post,Tennessee Titans,Titans,9,7,0,16,0.562,310,303,19.4,18.9,missing,AFC South,AFC,missing,missing
2018,NFL,Reg_Post,Philadelphia Eagles,Eagles,10,8,0,18,0.556,397,383,22.1,21.3,missing,NFC East,NFC,missing,missing
2018,NFL,Reg_Post,Minnesota Vikings,Vikings,8,7,1,16,0.5,360,341,22.5,21.3,missing,NFC North,NFC,missing,missing
2018,NFL,Reg_Post,Atlanta Falcons,Falcons,7,9,0,16,0.438,414,423,25.9,26.4,missing,NFC South,NFC,missing,missing
2018,NFL,Reg_Post,Carolina Panthers,Panthers,7,9,0,16,0.438,376,382,23.5,23.9,missing,NFC South,NFC,missing,missing
2018,NFL,Reg_Post,Cleveland Browns,Browns,7,8,1,16,0.438,359,392,22.4,24.5,missing,AFC North,AFC,missing,missing
2018,NFL,Reg_Post,Miami Dolphins,Dolphins,7,9,0,16,0.438,319,433,19.9,27.1,missing,AFC East,AFC,missing,missing
2018,NFL,Reg_Post,Washington Redskins,Redskins,7,9,0,16,0.438,281,359,17.6,22.4,missing,NFC East,NFC,missing,missing
2018,NFL,Reg_Post,Green Bay Packers,Packers,6,9,1,16,0.375,376,400,23.5,25.0,missing,NFC North,NFC,missing,missing
2018,NFL,Reg_Post,Cincinnati Bengals,Bengals,6,10,0,16,0.375,368,455,23.0,28.4,missing,AFC North,AFC,missing,missing
2018,NFL,Reg_Post,Denver Broncos,Broncos,6,10,0,16,0.375,329,349,20.6,21.8,missing,AFC West,AFC,missing,missing
2018,NFL,Reg_Post,Detroit Lions,Lions,6,10,0,16,0.375,324,360,20.2,22.5,missing,NFC North,NFC,missing,missing
2018,NFL,Reg_Post,Buffalo Bills,Bills,6,10,0,16,0.375,269,374,16.8,23.4,missing,AFC East,AFC,missing,missing
2018,NFL,Reg_Post,Tampa Bay Buccaneers,Buccaneers,5,11,0,16,0.312,396,464,24.8,29.0,missing,NFC South,NFC,missing,missing
2018,NFL,Reg_Post,New York Giants,Giants,5,11,0,16,0.312,369,412,23.1,25.8,missing,NFC East,NFC,missing,missing
2018,NFL,Reg_Post,Jacksonville Jaguars,Jaguars,5,11,0,16,0.312,245,316,15.3,19.8,missing,AFC South,AFC,missing,missing
2018,NFL,Reg_Post,San Francisco 49ers,49ers,4,12,0,16,0.25,342,435,21.4,27.2,missing,NFC West,NFC,missing,missing
2018,NFL,Reg_Post,New York Jets,Jets,4,12,0,16,0.25,333,441,20.8,27.6,missing,AFC East,AFC,missing,missing
2018,NFL,Reg_Post,Las Vegas Raiders,Raiders,4,12,0,16,0.25,290,467,18.1,29.2,missing,AFC West,AFC,missing,missing
2018,NFL,Reg_Post,Arizona Cardinals,Cardinals,3,13,0,16,0.188,225,425,14.1,26.6,missing,NFC West,NFC,missing,missing
2017,NFL,Reg_Post,Philadelphia Eagles,Eagles,16,3,0,19,0.842,551,345,29.0,18.2,missing,NFC East,NFC,missing,missing
2017,NFL,Reg_Post,New England Patriots,Patriots,15,4,0,19,0.789,550,371,28.9,19.5,missing,AFC East,AFC,missing,missing
2017,NFL,Reg_Post,Minnesota Vikings,Vikings,14,4,0,18,0.778,418,314,23.2,17.4,missing,NFC North,NFC,missing,missing
2017,NFL,Reg_Post,Pittsburgh Steelers,Steelers,13,4,0,17,0.765,448,353,26.4,20.8,missing,AFC North,AFC,missing,missing
2017,NFL,Reg_Post,New Orleans Saints,Saints,12,6,0,18,0.667,503,381,27.9,21.2,missing,NFC South,NFC,missing,missing
2017,NFL,Reg_Post,Los Angeles Rams,Rams,11,6,0,17,0.647,491,355,28.9,20.9,missing,NFC West,NFC,missing,missing
2017,NFL,Reg_Post,Carolina Panthers,Panthers,11,6,0,17,0.647,389,358,22.9,21.1,missing,NFC South,NFC,missing,missing
2017,NFL,Reg_Post,Jacksonville Jaguars,Jaguars,12,7,0,19,0.632,492,337,25.9,17.7,missing,AFC South,AFC,missing,missing
2017,NFL,Reg_Post,Atlanta Falcons,Falcons,11,7,0,18,0.611,389,343,21.6,19.1,missing,NFC South,NFC,missing,missing
2017,NFL,Reg_Post,Kansas City Chiefs,Chiefs,10,7,0,17,0.588,436,361,25.6,21.2,missing,AFC West,AFC,missing,missing
2017,NFL,Reg_Post,Detroit Lions,Lions,9,7,0,16,0.562,410,376,25.6,23.5,missing,NFC North,NFC,missing,missing
2017,NFL,Reg_Post,Baltimore Ravens,Ravens,9,7,0,16,0.562,395,303,24.7,18.9,missing,AFC North,AFC,missing,missing
2017,NFL,Reg_Post,Seattle Seahawks,Seahawks,9,7,0,16,0.562,366,332,22.9,20.8,missing,NFC West,NFC,missing,missing
2017,NFL,Reg_Post,Los Angeles Chargers,Chargers,9,7,0,16,0.562,355,272,22.2,17.0,missing,AFC West,AFC,missing,missing
2017,NFL,Reg_Post,Dallas Cowboys,Cowboys,9,7,0,16,0.562,354,332,22.1,20.8,missing,NFC East,NFC,missing,missing
2017,NFL,Reg_Post,Tennessee Titans,Titans,10,8,0,18,0.556,370,412,20.6,22.9,missing,AFC South,AFC,missing,missing
2017,NFL,Reg_Post,Buffalo Bills,Bills,9,8,0,17,0.529,305,369,17.9,21.7,missing,AFC East,AFC,missing,missing
2017,NFL,Reg_Post,Arizona Cardinals,Cardinals,8,8,0,16,0.5,295,361,18.4,22.6,missing,NFC West,NFC,missing,missing
2017,NFL,Reg_Post,Washington Redskins,Redskins,7,9,0,16,0.438,342,388,21.4,24.2,missing,NFC East,NFC,missing,missing
2017,NFL,Reg_Post,Green Bay Packers,Packers,7,9,0,16,0.438,320,384,20.0,24.0,missing,NFC North,NFC,missing,missing
2017,NFL,Reg_Post,Cincinnati Bengals,Bengals,7,9,0,16,0.438,290,349,18.1,21.8,missing,AFC North,AFC,missing,missing
2017,NFL,Reg_Post,San Francisco 49ers,49ers,6,10,0,16,0.375,331,383,20.7,23.9,missing,NFC West,NFC,missing,missing
2017,NFL,Reg_Post,Las Vegas Raiders,Raiders,6,10,0,16,0.375,301,373,18.8,23.3,missing,AFC West,AFC,missing,missing
2017,NFL,Reg_Post,Miami Dolphins,Dolphins,6,10,0,16,0.375,281,393,17.6,24.6,missing,AFC East,AFC,missing,missing
2017,NFL,Reg_Post,Tampa Bay Buccaneers,Buccaneers,5,11,0,16,0.312,335,382,20.9,23.9,missing,NFC South,NFC,missing,missing
2017,NFL,Reg_Post,New York Jets,Jets,5,11,0,16,0.312,298,382,18.6,23.9,missing,AFC East,AFC,missing,missing
2017,NFL,Reg_Post,Denver Broncos,Broncos,5,11,0,16,0.312,289,382,18.1,23.9,missing,AFC West,AFC,missing,missing
2017,NFL,Reg_Post,Chicago Bears,Bears,5,11,0,16,0.312,264,320,16.5,20.0,missing,NFC North,NFC,missing,missing
2017,NFL,Reg_Post,Houston Texans,Texans,4,12,0,16,0.25,338,436,21.1,27.2,missing,AFC South,AFC,missing,missing
2017,NFL,Reg_Post,Indianapolis Colts,Colts,4,12,0,16,0.25,263,404,16.4,25.2,missing,AFC South,AFC,missing,missing
2017,NFL,Reg_Post,New York Giants,Giants,3,13,0,16,0.188,246,388,15.4,24.2,missing,NFC East,NFC,missing,missing
2017,NFL,Reg_Post,Cleveland Browns,Browns,0,16,0,16,0.0,234,410,14.6,25.6,missing,AFC North,AFC,missing,missing
