Year,Round,Pick,Player,Team,Week,Wins,Games_Played,Week_Type
2023,1,4,Jordan,Bengals,10,5,9,RegSsn
2023,1,4,Jordan,Bengals,11,5,10,RegSsn
2023,1,5,Alex,Eagles,1,1,1,RegSsn
2023,1,5,Alex,Eagles,2,2,2,RegSsn
2023,1,5,Alex,Eagles,3,3,3,RegSsn
2023,1,5,Alex,Eagles,4,4,4,RegSsn
2023,1,5,Alex,Eagles,5,5,5,RegSsn
2023,1,5,Alex,Eagles,6,5,6,RegSsn
2023,1,5,Alex,Eagles,7,6,7,RegSsn
2023,1,5,Alex,Eagles,8,7,8,RegSsn
2023,1,5,Alex,Eagles,9,8,9,RegSsn
2023,1,5,Alex,Eagles,11,9,10,RegSsn
2023,1,6,Jackson,49ers,1,1,1,RegSsn
2023,1,6,Jackson,49ers,2,2,2,RegSsn
2023,1,6,Jackson,49ers,3,3,3,RegSsn
2023,1,6,Jackson,49ers,4,4,4,RegSsn
2023,1,6,Jackson,49ers,5,5,5,RegSsn
2023,1,6,Jackson,49ers,6,5,6,RegSsn
2023,1,6,Jackson,49ers,7,5,7,RegSsn
2023,1,6,Jackson,49ers,8,5,8,RegSsn
2023,1,6,Jackson,49ers,10,6,9,RegSsn
2023,1,6,Jackson,49ers,11,7,10,RegSsn
2023,1,7,Brandon,Bills,1,0,1,RegSsn
2023,1,7,Brandon,Bills,2,1,2,RegSsn
2023,1,7,Brandon,Bills,3,2,3,RegSsn
2023,1,7,Brandon,Bills,4,3,4,RegSsn
2023,1,7,Brandon,Bills,5,3,5,RegSsn
2023,1,7,Brandon,Bills,6,4,6,RegSsn
2023,1,7,Brandon,Bills,7,4,7,RegSsn
2023,1,7,Brandon,Bills,8,5,8,RegSsn
2023,1,7,Brandon,Bills,9,5,9,RegSsn
2023,1,7,Brandon,Bills,10,5,10,RegSsn
2023,1,7,Brandon,Bills,11,6,11,RegSsn
2023,1,8,Dan,Cowboys,1,1,1,RegSsn
2023,1,8,Dan,Cowboys,2,2,2,RegSsn
2023,1,8,Dan,Cowboys,3,2,3,RegSsn
2023,1,8,Dan,Cowboys,4,3,4,RegSsn
2023,1,8,Dan,Cowboys,5,3,5,RegSsn
2023,1,8,Dan,Cowboys,6,4,6,RegSsn
2023,1,8,Dan,Cowboys,8,5,7,RegSsn
2023,1,8,Dan,Cowboys,9,5,8,RegSsn
2023,1,8,Dan,Cowboys,10,6,9,RegSsn
2023,1,8,Dan,Cowboys,11,7,10,RegSsn
2023,2,9,Dan,Chargers,1,0,1,RegSsn
2023,2,9,Dan,Chargers,2,0,2,RegSsn
2023,2,9,Dan,Chargers,3,1,3,RegSsn
2023,2,9,Dan,Chargers,4,2,4,RegSsn
2023,2,9,Dan,Chargers,6,2,5,RegSsn
2023,2,9,Dan,Chargers,7,2,6,RegSsn
2023,2,9,Dan,Chargers,8,3,7,RegSsn
2023,2,9,Dan,Chargers,9,4,8,RegSsn
2023,2,9,Dan,Chargers,10,4,9,RegSsn
2023,2,9,Dan,Chargers,11,4,10,RegSsn
2023,2,10,Brandon,Ravens,1,1,1,RegSsn
2023,2,10,Brandon,Ravens,2,2,2,RegSsn
2023,2,10,Brandon,Ravens,3,2,3,RegSsn
2023,2,10,Brandon,Ravens,4,3,4,RegSsn
2023,2,10,Brandon,Ravens,5,3,5,RegSsn
2023,2,10,Brandon,Ravens,6,4,6,RegSsn
2023,2,10,Brandon,Ravens,7,5,7,RegSsn
2023,2,10,Brandon,Ravens,8,6,8,RegSsn
2023,2,10,Brandon,Ravens,9,7,9,RegSsn
2023,2,10,Brandon,Ravens,10,7,10,RegSsn
2023,2,10,Brandon,Ravens,11,8,11,RegSsn
2023,2,11,Jackson,Dolphins,1,1,1,RegSsn
2023,2,11,Jackson,Dolphins,2,2,2,RegSsn
2023,2,11,Jackson,Dolphins,3,3,3,RegSsn
2023,2,11,Jackson,Dolphins,4,3,4,RegSsn
2023,2,11,Jackson,Dolphins,5,4,5,RegSsn
2023,2,11,Jackson,Dolphins,6,5,6,RegSsn
2023,2,11,Jackson,Dolphins,7,5,7,RegSsn
2023,2,11,Jackson,Dolphins,8,6,8,RegSsn
2023,2,11,Jackson,Dolphins,9,6,9,RegSsn
2023,2,11,Jackson,Dolphins,11,7,10,RegSsn
2023,2,12,Alex,Jets,1,1,1,RegSsn
2023,2,12,Alex,Jets,2,1,2,RegSsn
2023,2,12,Alex,Jets,3,1,3,RegSsn
2023,2,12,Alex,Jets,4,1,4,RegSsn
2023,2,12,Alex,Jets,5,2,5,RegSsn
2023,2,12,Alex,Jets,6,3,6,RegSsn
2023,2,12,Alex,Jets,8,4,7,RegSsn
2023,2,12,Alex,Jets,9,4,8,RegSsn
2023,2,12,Alex,Jets,10,4,9,RegSsn
2023,2,12,Alex,Jets,11,4,10,RegSsn
2023,2,13,Jordan,Saints,1,1,1,RegSsn
2023,2,13,Jordan,Saints,2,2,2,RegSsn
2023,2,13,Jordan,Saints,3,2,3,RegSsn
2023,2,13,Jordan,Saints,4,2,4,RegSsn
2023,2,13,Jordan,Saints,5,3,5,RegSsn
2023,2,13,Jordan,Saints,6,3,6,RegSsn
2023,2,13,Jordan,Saints,7,3,7,RegSsn
2023,2,13,Jordan,Saints,8,4,8,RegSsn
2023,2,13,Jordan,Saints,9,5,9,RegSsn
2023,2,13,Jordan,Saints,10,5,10,RegSsn
2023,2,14,JP,Falcons,1,1,1,RegSsn
2023,2,14,JP,Falcons,2,2,2,RegSsn
2023,2,14,JP,Falcons,3,2,3,RegSsn
2023,2,14,JP,Falcons,4,2,4,RegSsn
2023,2,14,JP,Falcons,5,3,5,RegSsn
2023,2,14,JP,Falcons,6,3,6,RegSsn
2023,2,14,JP,Falcons,7,4,7,RegSsn
2023,2,14,JP,Falcons,8,4,8,RegSsn
2023,2,14,JP,Falcons,9,4,9,RegSsn
2023,2,14,JP,Falcons,10,4,10,RegSsn
2023,2,15,Mike,Titans,1,0,1,RegSsn
2023,2,15,Mike,Titans,2,1,2,RegSsn
2023,2,15,Mike,Titans,3,1,3,RegSsn
2023,2,15,Mike,Titans,4,2,4,RegSsn
2023,2,15,Mike,Titans,5,2,5,RegSsn
2023,2,15,Mike,Titans,6,2,6,RegSsn
2023,2,15,Mike,Titans,8,3,7,RegSsn
2023,2,15,Mike,Titans,9,3,8,RegSsn
2023,2,15,Mike,Titans,10,3,9,RegSsn
2023,2,15,Mike,Titans,11,3,10,RegSsn
2023,2,16,Victoria,Lions,1,1,1,RegSsn
2023,2,16,Victoria,Lions,2,1,2,RegSsn
2023,2,16,Victoria,Lions,3,2,3,RegSsn
2023,2,16,Victoria,Lions,4,3,4,RegSsn
2023,2,16,Victoria,Lions,5,4,5,RegSsn
2023,2,16,Victoria,Lions,6,5,6,RegSsn
2023,2,16,Victoria,Lions,7,5,7,RegSsn
2023,2,16,Victoria,Lions,8,6,8,RegSsn
2023,2,16,Victoria,Lions,10,7,9,RegSsn
2023,2,16,Victoria,Lions,11,8,10,RegSsn
2023,3,17,Victoria,Browns,1,1,1,RegSsn
2023,3,17,Victoria,Browns,2,1,2,RegSsn
2023,3,17,Victoria,Browns,3,2,3,RegSsn
2023,3,17,Victoria,Browns,4,2,4,RegSsn
2023,3,17,Victoria,Browns,6,3,5,RegSsn
2023,3,17,Victoria,Browns,7,4,6,RegSsn
2023,3,17,Victoria,Browns,8,4,7,RegSsn
2023,3,17,Victoria,Browns,9,5,8,RegSsn
2023,3,17,Victoria,Browns,10,6,9,RegSsn
2023,3,17,Victoria,Browns,11,7,10,RegSsn
2023,3,18,Mike,Steelers,1,0,1,RegSsn
2023,3,18,Mike,Steelers,2,1,2,RegSsn
2023,3,18,Mike,Steelers,3,2,3,RegSsn
2023,3,18,Mike,Steelers,4,2,4,RegSsn
2023,3,18,Mike,Steelers,5,3,5,RegSsn
2023,3,18,Mike,Steelers,7,4,6,RegSsn
2023,3,18,Mike,Steelers,8,4,7,RegSsn
2023,3,18,Mike,Steelers,9,5,8,RegSsn
2023,3,18,Mike,Steelers,10,6,9,RegSsn
2023,3,18,Mike,Steelers,11,6,10,RegSsn
2023,3,19,JP,Packers,1,1,1,RegSsn
2023,3,19,JP,Packers,2,1,2,RegSsn
2023,3,19,JP,Packers,3,2,3,RegSsn
2023,3,19,JP,Packers,4,2,4,RegSsn
2023,3,19,JP,Packers,5,2,5,RegSsn
2023,3,19,JP,Packers,7,2,6,RegSsn
2023,3,19,JP,Packers,8,2,7,RegSsn
2023,3,19,JP,Packers,9,3,8,RegSsn
2023,3,19,JP,Packers,10,3,9,RegSsn
2023,3,19,JP,Packers,11,4,10,RegSsn
2023,3,20,Jordan,Broncos,1,0,1,RegSsn
2023,3,20,Jordan,Broncos,2,0,2,RegSsn
2023,3,20,Jordan,Broncos,3,0,3,RegSsn
2023,3,20,Jordan,Broncos,4,1,4,RegSsn
2023,3,20,Jordan,Broncos,5,1,5,RegSsn
2023,3,20,Jordan,Broncos,6,1,6,RegSsn
2023,3,20,Jordan,Broncos,7,2,7,RegSsn
2023,3,20,Jordan,Broncos,8,3,8,RegSsn
2023,3,20,Jordan,Broncos,10,4,9,RegSsn
2023,3,20,Jordan,Broncos,11,5,10,RegSsn
2023,3,21,Alex,Seahawks,1,0,1,RegSsn
2023,3,21,Alex,Seahawks,2,1,2,RegSsn
2023,3,21,Alex,Seahawks,3,2,3,RegSsn
2023,3,21,Alex,Seahawks,4,3,4,RegSsn
2023,3,21,Alex,Seahawks,6,3,5,RegSsn
2023,3,21,Alex,Seahawks,7,4,6,RegSsn
2023,3,21,Alex,Seahawks,8,5,7,RegSsn
2023,3,21,Alex,Seahawks,9,5,8,RegSsn
2023,3,21,Alex,Seahawks,10,6,9,RegSsn
2023,3,21,Alex,Seahawks,11,6,10,RegSsn
2023,3,22,Jackson,Vikings,1,0,1,RegSsn
2023,3,22,Jackson,Vikings,2,0,2,RegSsn
2023,3,22,Jackson,Vikings,3,0,3,RegSsn
2023,3,22,Jackson,Vikings,4,1,4,RegSsn
2023,3,22,Jackson,Vikings,5,1,5,RegSsn
2023,3,22,Jackson,Vikings,6,2,6,RegSsn
2023,3,22,Jackson,Vikings,7,3,7,RegSsn
2023,3,22,Jackson,Vikings,8,4,8,RegSsn
2023,3,22,Jackson,Vikings,9,5,9,RegSsn
2023,3,22,Jackson,Vikings,10,6,10,RegSsn
2023,3,22,Jackson,Vikings,11,6,11,RegSsn
2023,3,23,Brandon,Giants,1,0,1,RegSsn
2023,3,23,Brandon,Giants,2,1,2,RegSsn
2023,3,23,Brandon,Giants,3,1,3,RegSsn
2023,3,23,Brandon,Giants,4,1,4,RegSsn
2023,3,23,Brandon,Giants,5,1,5,RegSsn
2023,3,23,Brandon,Giants,6,1,6,RegSsn
2023,3,23,Brandon,Giants,7,2,7,RegSsn
2023,3,23,Brandon,Giants,8,2,8,RegSsn
2023,3,23,Brandon,Giants,9,2,9,RegSsn
2023,3,23,Brandon,Giants,10,2,10,RegSsn
2023,3,23,Brandon,Giants,11,3,11,RegSsn
2023,3,24,Dan,Bears,1,0,1,RegSsn
2023,3,24,Dan,Bears,2,0,2,RegSsn
2023,3,24,Dan,Bears,3,0,3,RegSsn
2023,3,24,Dan,Bears,4,0,4,RegSsn
2023,3,24,Dan,Bears,5,1,5,RegSsn
2023,3,24,Dan,Bears,6,1,6,RegSsn
2023,3,24,Dan,Bears,7,2,7,RegSsn
2023,3,24,Dan,Bears,8,2,8,RegSsn
2023,3,24,Dan,Bears,9,2,9,RegSsn
2023,3,24,Dan,Bears,10,3,10,RegSsn
2023,3,24,Dan,Bears,11,3,11,RegSsn
2023,4,26,Brandon,Raiders,1,1,1,RegSsn
2023,4,26,Brandon,Raiders,2,1,2,RegSsn
2023,4,26,Brandon,Raiders,3,1,3,RegSsn
2023,4,26,Brandon,Raiders,4,1,4,RegSsn
2023,4,26,Brandon,Raiders,5,2,5,RegSsn
2023,4,26,Brandon,Raiders,6,3,6,RegSsn
2023,4,26,Brandon,Raiders,7,3,7,RegSsn
2023,4,26,Brandon,Raiders,8,3,8,RegSsn
2023,4,26,Brandon,Raiders,9,4,9,RegSsn
2023,4,26,Brandon,Raiders,10,5,10,RegSsn
2023,4,26,Brandon,Raiders,11,5,11,RegSsn
2023,4,27,Jackson,Panthers,1,0,1,RegSsn
2023,4,27,Jackson,Panthers,2,0,2,RegSsn
2023,4,27,Jackson,Panthers,3,0,3,RegSsn
2023,4,27,Jackson,Panthers,4,0,4,RegSsn
2023,4,27,Jackson,Panthers,5,0,5,RegSsn
2023,4,27,Jackson,Panthers,6,0,6,RegSsn
2023,4,27,Jackson,Panthers,8,1,7,RegSsn
2023,4,27,Jackson,Panthers,9,1,8,RegSsn
2023,4,27,Jackson,Panthers,10,1,9,RegSsn
2023,4,27,Jackson,Panthers,11,1,10,RegSsn
2023,4,28,Alex,Rams,1,1,1,RegSsn
2023,4,28,Alex,Rams,2,1,2,RegSsn
2023,4,28,Alex,Rams,3,1,3,RegSsn
2023,4,28,Alex,Rams,4,2,4,RegSsn
2023,4,28,Alex,Rams,5,2,5,RegSsn
2023,4,28,Alex,Rams,6,3,6,RegSsn
2023,4,28,Alex,Rams,7,3,7,RegSsn
2023,4,28,Alex,Rams,8,3,8,RegSsn
2023,4,28,Alex,Rams,9,3,9,RegSsn
2023,4,28,Alex,Rams,11,4,10,RegSsn
2023,4,29,Jordan,Texans,1,0,1,RegSsn
2023,4,29,Jordan,Texans,2,0,2,RegSsn
2023,4,29,Jordan,Texans,3,1,3,RegSsn
2023,4,29,Jordan,Texans,4,2,4,RegSsn
2023,4,29,Jordan,Texans,5,2,5,RegSsn
2023,4,29,Jordan,Texans,6,3,6,RegSsn
2023,4,29,Jordan,Texans,8,3,7,RegSsn
2023,4,29,Jordan,Texans,9,4,8,RegSsn
2023,4,29,Jordan,Texans,10,5,9,RegSsn
2023,4,29,Jordan,Texans,11,6,10,RegSsn
2023,4,30,JP,Buccaneers,1,1,1,RegSsn
2023,4,30,JP,Buccaneers,2,2,2,RegSsn
2023,4,30,JP,Buccaneers,3,2,3,RegSsn
2023,4,30,JP,Buccaneers,4,3,4,RegSsn
2023,4,30,JP,Buccaneers,6,3,5,RegSsn
2023,4,30,JP,Buccaneers,7,3,6,RegSsn
2023,4,30,JP,Buccaneers,8,3,7,RegSsn
2023,4,30,JP,Buccaneers,9,3,8,RegSsn
2023,4,30,JP,Buccaneers,10,4,9,RegSsn
2023,4,30,JP,Buccaneers,11,4,10,RegSsn
2023,4,31,Mike,Colts,1,0,1,RegSsn
2023,4,31,Mike,Colts,2,1,2,RegSsn
2023,4,31,Mike,Colts,3,2,3,RegSsn
2023,4,31,Mike,Colts,4,2,4,RegSsn
2023,4,31,Mike,Colts,5,3,5,RegSsn
2023,4,31,Mike,Colts,6,3,6,RegSsn
2023,4,31,Mike,Colts,7,3,7,RegSsn
2023,4,31,Mike,Colts,8,3,8,RegSsn
2023,4,31,Mike,Colts,9,4,9,RegSsn
2023,4,31,Mike,Colts,10,5,10,RegSsn
2023,4,32,Victoria,Cardinals,1,0,1,RegSsn
2023,4,32,Victoria,Cardinals,2,0,2,RegSsn
2023,4,32,Victoria,Cardinals,3,1,3,RegSsn
2023,4,32,Victoria,Cardinals,4,1,4,RegSsn
2023,4,32,Victoria,Cardinals,5,1,5,RegSsn
2023,4,32,Victoria,Cardinals,6,1,6,RegSsn
2023,4,32,Victoria,Cardinals,7,1,7,RegSsn
2023,4,32,Victoria,Cardinals,8,1,8,RegSsn
2023,4,32,Victoria,Cardinals,9,1,9,RegSsn
2023,4,32,Victoria,Cardinals,10,2,10,RegSsn
2023,4,32,Victoria,Cardinals,11,2,11,RegSsn
